review_id,problem_type,severity,message,source_sheet,source_row,event_name,year,athlete_name,country,discipline,category,apparatus,vt_attempt,day,format,round,D_score,vault_attempt_order_uncertain,suggestion_count,top_suggestion_id,top_suggestion_type,top_suggestion_confidence,top_suggestion_message,top_target_event_name,top_target_year,top_target_athlete_name,top_target_country,top_target_discipline,top_target_category,top_target_apparatus,top_target_vt_attempt,top_target_day,top_target_format,top_target_round,top_target_score,top_target_D_score,top_target_source_sheet,top_target_source_row,all_suggestions_json
orphan_2f2e538bf8b32f5d,possible_context_mismatch,review,"Possible format, round, or day mismatch.",MAG D,416,Chinese Championships,2020,Chen Yilu,CHN,MAG,senior,VT,2,,individual,qualification,5.4,True,1,suggestion_643e03dae0121931,context_correction,0.65,"Same athlete/event/apparatus exists in the score sheet, but format, round, or day is different.",Chinese Championships,2020,Chen Yilu,CHN,MAG,senior,VT,2,,apparatus,final,14.432,5.4,MAG,493,"[{""suggestion_id"": ""suggestion_643e03dae0121931"", ""suggestion_type"": ""context_correction"", ""confidence"": 0.65, ""message"": ""Same athlete/event/apparatus exists in the score sheet, but format, round, or day is different."", ""action"": ""attach_d_score_to_target_result"", ""changes"": {""format"": {""from"": ""individual"", ""to"": ""apparatus""}, ""round"": {""from"": ""qualification"", ""to"": ""final""}, ""day"": {""from"": null, ""to"": null}}, ""target_result"": {""event_name"": ""Chinese Championships"", ""year"": 2020, ""athlete_name"": ""Chen Yilu"", ""country"": ""CHN"", ""discipline"": ""MAG"", ""category"": ""senior"", ""apparatus"": ""VT"", ""vt_attempt"": 2, ""day"": null, ""format"": ""apparatus"", ""round"": ""final"", ""score"": 14.432, ""D_score"": 5.4, ""vault_attempt_order_uncertain"": true, ""source_sheet"": ""MAG"", ""source_row"": 493, ""target_id"": ""target_4c85ecd15080f18d""}}]"
orphan_c4f4285ad953dcca,missing_final_score_for_context,review,"The athlete/event exists, but not this apparatus/context.",MAG D,419,Chinese Championships,2020,Chen Zhiyi,CHN,MAG,senior,VT,2,,individual,qualification,4.8,True,0,,,,,,,,,,,,,,,,,,,,[]
orphan_0dc9d40074b13dae,possible_context_mismatch,review,"Possible format, round, or day mismatch.",MAG D,505,Austrian Championships,2020,David Bickel,AUT,MAG,junior,VT,1,,apparatus,final,4.0,True,1,suggestion_f1a888364a868494,context_correction,0.65,"Same athlete/event/apparatus exists in the score sheet, but format, round, or day is different.",Austrian Championships,2020,David Bickel,AUT,MAG,junior,VT,1,,individual,final,12.75,4.0,MAG,620,"[{""suggestion_id"": ""suggestion_f1a888364a868494"", ""suggestion_type"": ""context_correction"", ""confidence"": 0.65, ""message"": ""Same athlete/event/apparatus exists in the score sheet, but format, round, or day is different."", ""action"": ""attach_d_score_to_target_result"", ""changes"": {""format"": {""from"": ""apparatus"", ""to"": ""individual""}, ""round"": {""from"": ""final"", ""to"": ""final""}, ""day"": {""from"": null, ""to"": null}}, ""target_result"": {""event_name"": ""Austrian Championships"", ""year"": 2020, ""athlete_name"": ""David Bickel"", ""country"": ""AUT"", ""discipline"": ""MAG"", ""category"": ""junior"", ""apparatus"": ""VT"", ""vt_attempt"": 1, ""day"": null, ""format"": ""individual"", ""round"": ""final"", ""score"": 12.75, ""D_score"": 4.0, ""vault_attempt_order_uncertain"": true, ""source_sheet"": ""MAG"", ""source_row"": 620, ""target_id"": ""target_4dd11b4678a85716""}}]"
orphan_dcacce0b7cef7602,possible_context_mismatch,review,"Possible format, round, or day mismatch.",MAG D,505,Austrian Championships,2020,David Bickel,AUT,MAG,junior,VT,2,,apparatus,final,2.8,True,1,suggestion_1c1ec9c57975b050,context_correction,0.65,"Same athlete/event/apparatus exists in the score sheet, but format, round, or day is different.",Austrian Championships,2020,David Bickel,AUT,MAG,junior,VT,2,,individual,final,11.9,2.8,MAG,620,"[{""suggestion_id"": ""suggestion_1c1ec9c57975b050"", ""suggestion_type"": ""context_correction"", ""confidence"": 0.65, ""message"": ""Same athlete/event/apparatus exists in the score sheet, but format, round, or day is different."", ""action"": ""attach_d_score_to_target_result"", ""changes"": {""format"": {""from"": ""apparatus"", ""to"": ""individual""}, ""round"": {""from"": ""final"", ""to"": ""final""}, ""day"": {""from"": null, ""to"": null}}, ""target_result"": {""event_name"": ""Austrian Championships"", ""year"": 2020, ""athlete_name"": ""David Bickel"", ""country"": ""AUT"", ""discipline"": ""MAG"", ""category"": ""junior"", ""apparatus"": ""VT"", ""vt_attempt"": 2, ""day"": null, ""format"": ""individual"", ""round"": ""final"", ""score"": 11.9, ""D_score"": 2.8, ""vault_attempt_order_uncertain"": true, ""source_sheet"": ""MAG"", ""source_row"": 620, ""target_id"": ""target_e05bd8c093263705""}}]"
orphan_5ec80a6d2c7fa1da,athlete_missing_in_score_sheet,review,"The event/apparatus/context exists, but this athlete is missing in the score sheet.",MAG D,559,Norwegian Championships,2020,Didrik Rotbakken,NOR,MAG,senior,FX,,,individual,final,4.5,False,0,,,,,,,,,,,,,,,,,,,,[]
orphan_1980bd23553e154e,athlete_missing_in_score_sheet,review,"The event/apparatus/context exists, but this athlete is missing in the score sheet.",MAG D,559,Norwegian Championships,2020,Didrik Rotbakken,NOR,MAG,senior,HB,,,individual,final,3.5,False,0,,,,,,,,,,,,,,,,,,,,[]
orphan_5bb53e660331a224,athlete_missing_in_score_sheet,review,"The event/apparatus/context exists, but this athlete is missing in the score sheet.",MAG D,559,Norwegian Championships,2020,Didrik Rotbakken,NOR,MAG,senior,PB,,,individual,final,3.4,False,0,,,,,,,,,,,,,,,,,,,,[]
orphan_814d0012374b6e55,athlete_missing_in_score_sheet,review,"The event/apparatus/context exists, but this athlete is missing in the score sheet.",MAG D,559,Norwegian Championships,2020,Didrik Rotbakken,NOR,MAG,senior,PH,,,individual,final,3.0,False,0,,,,,,,,,,,,,,,,,,,,[]
orphan_83cf81e00f88cf4c,athlete_missing_in_score_sheet,review,"The event/apparatus/context exists, but this athlete is missing in the score sheet.",MAG D,559,Norwegian Championships,2020,Didrik Rotbakken,NOR,MAG,senior,SR,,,individual,final,3.6,False,0,,,,,,,,,,,,,,,,,,,,[]
orphan_1ac713858637f12d,athlete_missing_in_score_sheet,review,"The event/apparatus/context exists, but this athlete is missing in the score sheet.",MAG D,559,Norwegian Championships,2020,Didrik Rotbakken,NOR,MAG,senior,VT,1,,individual,final,4.0,True,0,,,,,,,,,,,,,,,,,,,,[]
orphan_711eec704d6a9ffe,athlete_missing_in_score_sheet,review,"The event/apparatus/context exists, but this athlete is missing in the score sheet.",MAG D,560,Norwegian Championships,2020,Didrik Rotbakken,NOR,MAG,senior,FX,,,apparatus,final,4.5,False,0,,,,,,,,,,,,,,,,,,,,[]
orphan_c9a0b2910f1df32a,possible_context_mismatch,review,"Possible format, round, or day mismatch.",MAG D,788,Austrian Championships,2020,Florian Schmidle,AUT,MAG,senior,VT,1,,apparatus,final,4.0,True,1,suggestion_2a4552e20e73c2de,context_correction,0.65,"Same athlete/event/apparatus exists in the score sheet, but format, round, or day is different.",Austrian Championships,2020,Florian Schmidle,AUT,MAG,senior,VT,1,,individual,final,12.95,4.0,MAG,969,"[{""suggestion_id"": ""suggestion_2a4552e20e73c2de"", ""suggestion_type"": ""context_correction"", ""confidence"": 0.65, ""message"": ""Same athlete/event/apparatus exists in the score sheet, but format, round, or day is different."", ""action"": ""attach_d_score_to_target_result"", ""changes"": {""format"": {""from"": ""apparatus"", ""to"": ""individual""}, ""round"": {""from"": ""final"", ""to"": ""final""}, ""day"": {""from"": null, ""to"": null}}, ""target_result"": {""event_name"": ""Austrian Championships"", ""year"": 2020, ""athlete_name"": ""Florian Schmidle"", ""country"": ""AUT"", ""discipline"": ""MAG"", ""category"": ""senior"", ""apparatus"": ""VT"", ""vt_attempt"": 1, ""day"": null, ""format"": ""individual"", ""round"": ""final"", ""score"": 12.95, ""D_score"": 4.0, ""vault_attempt_order_uncertain"": true, ""source_sheet"": ""MAG"", ""source_row"": 969, ""target_id"": ""target_887fa63b5fdec1fa""}}]"
orphan_cc95ce61ef674019,possible_context_mismatch,review,"Possible format, round, or day mismatch.",MAG D,788,Austrian Championships,2020,Florian Schmidle,AUT,MAG,senior,VT,2,,apparatus,final,2.8,True,1,suggestion_dbc52a445dc5ec90,context_correction,0.65,"Same athlete/event/apparatus exists in the score sheet, but format, round, or day is different.",Austrian Championships,2020,Florian Schmidle,AUT,MAG,senior,VT,2,,individual,final,12.15,2.8,MAG,969,"[{""suggestion_id"": ""suggestion_dbc52a445dc5ec90"", ""suggestion_type"": ""context_correction"", ""confidence"": 0.65, ""message"": ""Same athlete/event/apparatus exists in the score sheet, but format, round, or day is different."", ""action"": ""attach_d_score_to_target_result"", ""changes"": {""format"": {""from"": ""apparatus"", ""to"": ""individual""}, ""round"": {""from"": ""final"", ""to"": ""final""}, ""day"": {""from"": null, ""to"": null}}, ""target_result"": {""event_name"": ""Austrian Championships"", ""year"": 2020, ""athlete_name"": ""Florian Schmidle"", ""country"": ""AUT"", ""discipline"": ""MAG"", ""category"": ""senior"", ""apparatus"": ""VT"", ""vt_attempt"": 2, ""day"": null, ""format"": ""individual"", ""round"": ""final"", ""score"": 12.15, ""D_score"": 2.8, ""vault_attempt_order_uncertain"": true, ""source_sheet"": ""MAG"", ""source_row"": 969, ""target_id"": ""target_45f27f11686f118e""}}]"
orphan_a23daa7672521704,possible_context_mismatch,review,"Possible format, round, or day mismatch.",MAG D,807,Norwegian Championships,2020,Fredrik Aas,NOR,MAG,senior,VT,2,,individual,final,3.2,True,1,suggestion_9e8ff300bed9d4c0,context_correction,0.65,"Same athlete/event/apparatus exists in the score sheet, but format, round, or day is different.",Norwegian Championships,2020,Fredrik Aas,NOR,MAG,senior,VT,2,,apparatus,final,11.85,3.2,MAG,990,"[{""suggestion_id"": ""suggestion_9e8ff300bed9d4c0"", ""suggestion_type"": ""context_correction"", ""confidence"": 0.65, ""message"": ""Same athlete/event/apparatus exists in the score sheet, but format, round, or day is different."", ""action"": ""attach_d_score_to_target_result"", ""changes"": {""format"": {""from"": ""individual"", ""to"": ""apparatus""}, ""round"": {""from"": ""final"", ""to"": ""final""}, ""day"": {""from"": null, ""to"": null}}, ""target_result"": {""event_name"": ""Norwegian Championships"", ""year"": 2020, ""athlete_name"": ""Fredrik Aas"", ""country"": ""NOR"", ""discipline"": ""MAG"", ""category"": ""senior"", ""apparatus"": ""VT"", ""vt_attempt"": 2, ""day"": null, ""format"": ""apparatus"", ""round"": ""final"", ""score"": 11.85, ""D_score"": 3.2, ""vault_attempt_order_uncertain"": true, ""source_sheet"": ""MAG"", ""source_row"": 990, ""target_id"": ""target_c804c8d947a9d37c""}}]"
orphan_93f25bc9e4680703,possible_context_mismatch,review,"Possible format, round, or day mismatch.",MAG D,810,Norwegian Championships,2020,Fredrik Johnsen,NOR,MAG,senior,VT,2,,individual,final,4.8,True,1,suggestion_9df0ab5112fdc88f,context_correction,0.65,"Same athlete/event/apparatus exists in the score sheet, but format, round, or day is different.",Norwegian Championships,2020,Fredrik Johnsen,NOR,MAG,senior,VT,2,,apparatus,final,13.15,4.8,MAG,993,"[{""suggestion_id"": ""suggestion_9df0ab5112fdc88f"", ""suggestion_type"": ""context_correction"", ""confidence"": 0.65, ""message"": ""Same athlete/event/apparatus exists in the score sheet, but format, round, or day is different."", ""action"": ""attach_d_score_to_target_result"", ""changes"": {""format"": {""from"": ""individual"", ""to"": ""apparatus""}, ""round"": {""from"": ""final"", ""to"": ""final""}, ""day"": {""from"": null, ""to"": null}}, ""target_result"": {""event_name"": ""Norwegian Championships"", ""year"": 2020, ""athlete_name"": ""Fredrik Johnsen"", ""country"": ""NOR"", ""discipline"": ""MAG"", ""category"": ""senior"", ""apparatus"": ""VT"", ""vt_attempt"": 2, ""day"": null, ""format"": ""apparatus"", ""round"": ""final"", ""score"": 13.15, ""D_score"": 4.8, ""vault_attempt_order_uncertain"": true, ""source_sheet"": ""MAG"", ""source_row"": 993, ""target_id"": ""target_05143e283cbb5f2e""}}]"
orphan_2c2c70a0d07c29d4,missing_final_score_for_context,review,"The athlete/event exists, but not this apparatus/context.",MAG D,865,1st Italian Serie A,2020,Gioele Andreoli,ITA,MAG,senior,VT,1,,individual,final,4.0,True,0,,,,,,,,,,,,,,,,,,,,[]
orphan_ed25ee68eb049c37,possible_athlete_name_typo,review,Possible athlete-name typo between the D sheet and the score sheet.,MAG D,886,Chinese Championships,2020,Guo Qiulin,CHN,MAG,senior,PH,,,individual,qualification,5.3,False,1,suggestion_c0f632d3b6ac054d,athlete_name_correction,0.9,D-score athlete 'Guo Qiulin' probably matches score-sheet athlete 'Gui Qiulin'.,Chinese Championships,2020,Gui Qiulin,CHN,MAG,senior,PH,,,individual,qualification,13.45,,MAG,1083,"[{""suggestion_id"": ""suggestion_c0f632d3b6ac054d"", ""suggestion_type"": ""athlete_name_correction"", ""confidence"": 0.9, ""message"": ""D-score athlete 'Guo Qiulin' probably matches score-sheet athlete 'Gui Qiulin'."", ""action"": ""attach_d_score_to_target_result"", ""changes"": {""athlete_name"": {""from"": ""Guo Qiulin"", ""to"": ""Gui Qiulin""}}, ""target_result"": {""event_name"": ""Chinese Championships"", ""year"": 2020, ""athlete_name"": ""Gui Qiulin"", ""country"": ""CHN"", ""discipline"": ""MAG"", ""category"": ""senior"", ""apparatus"": ""PH"", ""vt_attempt"": null, ""day"": null, ""format"": ""individual"", ""round"": ""qualification"", ""score"": 13.45, ""D_score"": null, ""vault_attempt_order_uncertain"": false, ""source_sheet"": ""MAG"", ""source_row"": 1083, ""target_id"": ""target_bcbc63778387bf46""}}]"
orphan_cca8370fc82fca22,possible_context_mismatch,review,"Possible format, round, or day mismatch.",MAG D,897,Norwegian Championships,2020,Harald Wibye,NOR,MAG,senior,VT,2,,individual,final,4.0,True,1,suggestion_8e43327b681f4a53,context_correction,0.65,"Same athlete/event/apparatus exists in the score sheet, but format, round, or day is different.",Norwegian Championships,2020,Harald Wibye,NOR,MAG,senior,VT,2,,apparatus,final,12.8,4.8,MAG,1098,"[{""suggestion_id"": ""suggestion_8e43327b681f4a53"", ""suggestion_type"": ""context_correction"", ""confidence"": 0.65, ""message"": ""Same athlete/event/apparatus exists in the score sheet, but format, round, or day is different."", ""action"": ""attach_d_score_to_target_result"", ""changes"": {""format"": {""from"": ""individual"", ""to"": ""apparatus""}, ""round"": {""from"": ""final"", ""to"": ""final""}, ""day"": {""from"": null, ""to"": null}}, ""target_result"": {""event_name"": ""Norwegian Championships"", ""year"": 2020, ""athlete_name"": ""Harald Wibye"", ""country"": ""NOR"", ""discipline"": ""MAG"", ""category"": ""senior"", ""apparatus"": ""VT"", ""vt_attempt"": 2, ""day"": null, ""format"": ""apparatus"", ""round"": ""final"", ""score"": 12.8, ""D_score"": 4.8, ""vault_attempt_order_uncertain"": true, ""source_sheet"": ""MAG"", ""source_row"": 1098, ""target_id"": ""target_e8541291e7d6fdb8""}}]"
orphan_840623d458953551,possible_context_mismatch,review,"Possible format, round, or day mismatch.",MAG D,936,Chinese Championships,2020,Huang Mingqi,CHN,MAG,senior,VT,2,,individual,qualification,5.6,True,1,suggestion_777976b2d3c633f8,context_correction,0.65,"Same athlete/event/apparatus exists in the score sheet, but format, round, or day is different.",Chinese Championships,2020,Huang Mingqi,CHN,MAG,senior,VT,2,,apparatus,final,14.6,5.6,MAG,1155,"[{""suggestion_id"": ""suggestion_777976b2d3c633f8"", ""suggestion_type"": ""context_correction"", ""confidence"": 0.65, ""message"": ""Same athlete/event/apparatus exists in the score sheet, but format, round, or day is different."", ""action"": ""attach_d_score_to_target_result"", ""changes"": {""format"": {""from"": ""individual"", ""to"": ""apparatus""}, ""round"": {""from"": ""qualification"", ""to"": ""final""}, ""day"": {""from"": null, ""to"": null}}, ""target_result"": {""event_name"": ""Chinese Championships"", ""year"": 2020, ""athlete_name"": ""Huang Mingqi"", ""country"": ""CHN"", ""discipline"": ""MAG"", ""category"": ""senior"", ""apparatus"": ""VT"", ""vt_attempt"": 2, ""day"": null, ""format"": ""apparatus"", ""round"": ""final"", ""score"": 14.6, ""D_score"": 5.6, ""vault_attempt_order_uncertain"": true, ""source_sheet"": ""MAG"", ""source_row"": 1155, ""target_id"": ""target_4aac3fea90cc4299""}}]"
