review_id,review_priority,problem_type,athlete_name,discipline,suggested_existing_athlete,suggested_existing_country,suggestion_confidence,collision_countries,results_by_country,future_country_evidence,decision,action,country,notes
athlete_identity_collision_5038e1e1df909e22,high,possible_athlete_identity_collision,Annabel Agba,WAG,Annabel Agba,GBR,1.0,"GBR, NGR",GBR: 2019 - British Championships (5 results); 2019 - English Championships (5 results) | NGR: 2019 - World Championships (5 results),not found 2020-2025,,,,
athlete_identity_collision_8a3e882eb02faea7,high,possible_athlete_identity_collision,Anne Klein,WAG,Anne Klein,NED,1.0,"GER, NED",GER: 2019 - 1st Bundesliga (3 results) | NED: 2019 - Dutch Championships (5 results),not found 2020-2025,,,,
athlete_identity_collision_645f6b1c7289c914,high,possible_athlete_identity_collision,Antonios Tantalidis,MAG,Antonios Tantalidis,GRE,1.0,"GRE, ITA",GRE: 2019 - 2nd Italian Serie A (4 results); 2019 - 3rd Italian Serie A (4 results); 2019 - Baku World Cup (2 results); 2019 - European Championships (7 results); 2019 - Paris Challenge Cup (3 results) | ITA: 2019 - 1st Italian Serie A (4 results),2020: GRE:11 / 2021: GRE:33 / 2022: GRE:34 / 2023: GRE:10 / 2024: GRE:18 / 2025: GRE:23,,,,
athlete_identity_collision_b20ac7e48655dc1a,high,possible_athlete_identity_collision,Aron Jacobsen,MAG,,,,"DEN, FAR",DEN: 2019 - Danish Championships (7 results) | FAR: 2019 - Northern European Championships (7 results),2020: DEN:12 / 2021: DEN:41 / 2022: DEN:32 / 2023: DEN:31 / 2024: DEN:3,,,,
athlete_country_ffea8c4be223377f,high,possible_athlete_country_change,Astrid Breckmann,WAG,Astrid Breckmann,DEN,,"DEN, FAR",FAR: 2019 - Danish Junior Championships (5 results); 2019 - Nordic Junior Championships (5 results); 2019 - Northern European Championships (10 results),2020: DEN:8 / 2021: DEN:5 / 2022: DEN:5 / 2023: DEN:3,,,,
athlete_identity_collision_0651e160379f4f73,high,possible_athlete_identity_collision,Atte Okkolin,MAG,Atte Okkolin,FIN,1.0,"FIN, SWE",FIN: 2019 - Finnish Championships (9 results); 2019 - Mälar Cup (7 results) | SWE: 2019 - Mälar Cup (1 result),2020: FIN:31,,,,
athlete_identity_collision_a036ee8ea5f07b9e,high,possible_athlete_identity_collision,Brodie Davis,MAG,Brodie Davis,GBR,1.0,"GBR, IRL",GBR: 2019 - British Championships (9 results); 2019 - English Championships (7 results) | IRL: 2019 - Irish Championships (7 results),not found 2020-2025,,,,
athlete_identity_collision_94f9dac08a041f92,high,possible_athlete_identity_collision,Chester Enriquez,MAG,,,,"GBR, IRL",GBR: 2019 - British Championships (7 results) | IRL: 2019 - Irish Championships (7 results),"2022: GBR:9 / 2023: GBR:18, IRL:13 / 2025: IRL:8",,,,
athlete_identity_collision_5006e81473c174e7,high,possible_athlete_identity_collision,Chloe Trisic,WAG,Chloe Trisic,AUS,1.0,"AUS, FRA",AUS: 2019 - Australian Championships (10 results); 2019 - Australian Classic (10 results); 2019 - International Gymnix (6 results) | FRA: 2019 - Junior World Championships (5 results),not found 2020-2025,,,,
athlete_identity_collision_c3dd677f111b85c8,high,possible_athlete_identity_collision,Cloe Blanca Perret,WAG,,,,"ESP, FRA",ESP: 2019 - Spanish League Finals (3 results) | FRA: 2019 - 1st Spanish League (3 results); 2019 - 2nd Spanish League (2 results); 2019 - 3rd Spanish League (3 results),not found 2020-2025,,,,
athlete_identity_collision_a86c16c53ae1cd99,high,possible_athlete_identity_collision,Colin van Wicklen,MAG,Colin van Wicklen,USA,1.0,"GBR, USA",GBR: 2019 - Baku World Cup (3 results) | USA: 2019 - 1st Bundesliga (3 results); 2019 - 2nd Bundesliga (2 results); 2019 - Baku World Cup (5 results); 2019 - Houston National Invitational (7 results); 2019 - Winter Cup Challenge (13 results),2020: USA:20 / 2022: USA:9 / 2023: USA:7,,,,
athlete_identity_collision_877f484d6fe012e6,high,possible_athlete_identity_collision,Crystal Watts,WAG,Crystal Watts,THA,1.0,"GBR, THA",GBR: 2019 - British Team Championships (3 results) | THA: 2019 - Southeast Asian Games (2 results),not found 2020-2025,,,,
athlete_identity_collision_d885af18c71dfdf2,high,possible_athlete_identity_collision,David Jessen,MAG,,,,"CZE, HUN",CZE: 2019 - Czech Championships (11 results); 2019 - Doha World Cup (2 results); 2019 - Paris Challenge Cup (4 results); 2019 - Sokol Grand Prix (6 results); 2019 - Szombathely Challenge Cup (1 result); 2019 - World Championships (7 results) | HUN: 2019 - Szombathely Challenge Cup (3 results),2020: CZE:7 / 2021: CZE:36 / 2022: CZE:8,,,,
athlete_identity_collision_6f1a5dbe55c8df29,high,possible_athlete_identity_collision,Davide Odomaro,MAG,Davide Odomaro,ITA,1.0,"FRA, ITA",FRA: 2019 - Top 12 Series 5 (1 result) | ITA: 2019 - 1st Italian Serie A (4 results); 2019 - 2nd Italian Serie A (4 results); 2019 - 3rd Italian Serie A (4 results),not found 2020-2025,,,,
athlete_match_60ee5007d3f80c83,high,possible_existing_athlete_match,Dino Boshnjak,MAG,Dino Bosnjak,MKD,0.96,"MKD, SLO",SLO: 2019 - Salamunov Memorial (2 results),Dino Boshnjak: not found 2020-2025 | Dino Bosnjak: not found 2020-2025,,,,
athlete_country_500321b5bf580ec1,high,possible_athlete_country_change,Dmitrii Govorov,MAG,Dmitrii Govorov,GEO,,"GEO, RUS",RUS: 2019 - Russian Championships (14 results); 2019 - Russian Cup (14 results),not found 2020-2025,,,,
athlete_match_12dc68f972464e05,high,possible_existing_athlete_match,Dmitriy Shishkov,MAG,Dmitriy Shishko,UKR,0.968,"RUS, UKR",RUS: 2019 - Russian Junior Championships (15 results),Dmitriy Shishkov: 2020: RUS:15 | Dmitriy Shishko: not found 2020-2025,,,,
athlete_identity_collision_d0f602b49baa880f,high,possible_athlete_identity_collision,Dominic Bigsby,MAG,Dominic Bigsby,GBR,1.0,"GBR, NZL",GBR: 2019 - English Championships (3 results) | NZL: 2019 - Baku World Cup (4 results); 2019 - Doha World Cup (5 results); 2019 - New Zealand Championships (10 results),2021: NZL:5,,,,
athlete_identity_collision_eff394d3e96d55fb,high,possible_athlete_identity_collision,Edvins Rodevics,MAG,Edvins Rodevics,LAT,1.0,"ESP, LAT",ESP: 2019 - European Youth Olympic Festival (9 results) | LAT: 2019 - International Junior Team Cup (8 results); 2019 - Junior World Championships (10 results),2020: LAT:9,,,,
athlete_identity_collision_b04244ba77a9791e,high,possible_athlete_identity_collision,Elisabeth Geurts,WAG,Elisabeth Geurts,NED,1.0,"GER, NED",GER: 2019 - 2nd Bundesliga (5 results) | NED: 2019 - 3rd Bundesliga (5 results); 2019 - Dutch Championships (9 results); 2019 - Dutch Team Championships (5 results); 2019 - Elite Gym Massilia (1 result); 2019 - FIT Challenge (5 results); 2019 - IAG SportEvent (1 result); 2019 - Summer Universiade (15 results),2020: NED:5 / 2021: NED:31 / 2023: NED:23 / 2024: NED:18 / 2025: NED:36,,,,
athlete_match_4ff0776d373674d4,high,possible_existing_athlete_match,Ella Robins,WAG,Ella Robinson,GBR,0.917,"GBR, USA",USA: 2019 - Parkettes National Qualifier (5 results),Ella Robins: not found 2020-2025 | Ella Robinson: 2021: GBR:5 / 2022: GBR:10 / 2023: GBR:10,,,,
athlete_identity_collision_be42ad7d42d064f3,high,possible_athlete_identity_collision,Ellie Russell,WAG,Ellie Russell,GBR,1.0,"GBR, SCO",GBR: 2019 - British Championships (10 results); 2019 - British Team Championships (3 results); 2019 - Northern European Championships (1 result); 2019 - Scottish Championships (9 results) | SCO: 2019 - Northern European Championships (5 results),2022: GBR:14,,,,
athlete_identity_collision_071e37e269440ca1,high,possible_athlete_identity_collision,Emily Agersborg,WAG,Emily Agersborg,DEN,1.0,"DEN, ISL",DEN: 2019 - Danish Junior Championships (1 result) | ISL: 2019 - Björk International (8 results),2024: DEN:6 / 2025: DEN:14,,,,
athlete_identity_collision_f41c5e0927d7cc19,high,possible_athlete_identity_collision,Emily Moorehead,WAG,Emily Moorehead,IRL,1.0,"GBR, IRL",GBR: 2019 - British Team Championships (5 results) | IRL: 2019 - Irish Championships (5 results); 2019 - Irish Team Championships (1 result); 2019 - Reykjavik International Games (5 results),not found 2020-2025,,,,
athlete_match_6147e846debeb771,high,possible_existing_athlete_match,Emily Moorhead,WAG,Emily Moorehead,IRL,0.966,"GBR, IRL",GBR: 2019 - Rushmoor Rose Bowl (5 results),Emily Moorhead: 2022: IRL:11 / 2024: IRL:8 / 2025: IRL:2 | Emily Moorehead: not found 2020-2025,,,,
athlete_identity_collision_32935879a44a22e1,high,possible_athlete_identity_collision,Eugen Spiridonov,MAG,Eugen Spiridonov,GER,1.0,"GER, RUS",GER: 2019 - 4th Bundesliga (2 results); 2019 - 5th Bundesliga (2 results); 2019 - 6th Bundesliga (2 results); 2019 - 7th Bundesliga (1 result); 2019 - Bundesliga Final (3 results) | RUS: 2019 - 1st Bundesliga (4 results); 2019 - 2nd Bundesliga (2 results); 2019 - 3rd Bundesliga (4 results),2020: GER:1 / 2021: GER:2,,,,
athlete_identity_collision_16238ece7328618d,high,possible_athlete_identity_collision,Fabio Chicas,MAG,Fabio Chicas,ESA,1.0,"ECU, ESA",ECU: 2019 - World Championships (7 results) | ESA: 2019 - Pan American Games (7 results),not found 2020-2025,,,,
athlete_identity_collision_36c64c9ef3140c45,high,possible_athlete_identity_collision,Florian Landuyt,MAG,Florian Landuyt,BEL,1.0,"BEL, FRA",BEL: 2019 - Cardiff Men's Friendly (3 results); 2019 - Heerenveen Men's Friendly (5 results); 2019 - Top 12 Series 2 (1 result) | FRA: 2019 - Top 12 Series 4 (3 results),2020: FRA:1 / 2021: BEL:6,,,,
athlete_identity_collision_7dc3e8ce46e4263e,high,possible_athlete_identity_collision,Gregor Belousov,MAG,Gregor Belousov,GBR,1.0,"CZE, GBR",CZE: 2019 - International Junior Team Cup (7 results) | GBR: 2019 - British Championships (8 results),not found 2020-2025,,,,
athlete_identity_collision_35e31acc7e5763c9,high,possible_athlete_identity_collision,Guusje Majoor,WAG,Guusje Majoor,NED,1.0,"GER, NED",GER: 2019 - 1st Bundesliga (5 results) | NED: 2019 - 2nd Bundesliga (5 results); 2019 - Dutch Championships (10 results); 2019 - IAG SportEvent (5 results); 2019 - Leverkusen Cup (5 results); 2019 - Unni & Haralds Trophy (12 results),not found 2020-2025,,,,
athlete_country_2d9c4be8f28f8bd9,high,possible_athlete_country_change,Hallel Metidji,MAG,Hallel Metidji,FRA,,"ALG, FRA",ALG: 2019 - Top 12 Semi-Final II (3 results); 2019 - Top 12 Series 2 (2 results); 2019 - Top 12 Series 4 (3 results); 2019 - Top 12 Series 6 (3 results),2020: ALG:6,,,,
athlete_country_0750feb2a644855e,high,possible_athlete_country_change,Hennie Martinsdottir,WAG,Hennie Martinsdottir,ISL,,"ISL, SWE",SWE: 2019 - Mälar Cup (5 results); 2019 - Swedish Championships (10 results),"2020: SWE:5 / 2022: SWE:20 / 2024: ISL:2, SWE:10 / 2025: SWE:20",,,,
athlete_identity_collision_5dfa6927506f2a26,high,possible_athlete_identity_collision,Hjalmar Dalsgard,MAG,,,,"DEN, FAR",DEN: 2019 - Danish Championships (4 results) | FAR: 2019 - Nordic Junior Championships (4 results); 2019 - Northern European Championships (7 results),2021: DEN:7 / 2022: DEN:3 / 2023: DEN:10 / 2024: DEN:7,,,,
athlete_country_6281aadd17277364,high,possible_athlete_country_change,Ilka Juk,WAG,Ilka Juk,CAN,,"CAN, HUN",HUN: 2019 - 2nd Heerenveen Friendly (5 results); 2019 - Elite Canada (5 results); 2019 - Elite Gym Massilia (5 results); 2019 - Hungarian Championships (6 results); 2019 - International Gymnix (8 results),2020: HUN:5 / 2021: HUN:9,,,,
athlete_identity_collision_19018183c869d002,high,possible_athlete_identity_collision,Illia Kovtun,MAG,Illia Kovtun,UKR,1.0,"GER, UKR",GER: 2019 - 4th Bundesliga (3 results); 2019 - 5th Bundesliga (3 results) | UKR: 2019 - European Games Test Event (15 results); 2019 - European Youth Olympic Festival (17 results); 2019 - Junior World Championships (9 results); 2019 - Stella Zakharova Cup (15 results),2020: UKR:16 / 2021: UKR:156 / 2022: UKR:121 / 2023: UKR:138 / 2024: UKR:150 / 2025: UKR:48,,,,
athlete_identity_collision_b8cb3fe3a713f944,high,possible_athlete_identity_collision,Isabel Sikon,WAG,Isabel Sikon,USA,1.0,"POL, USA",POL: 2019 - European Youth Olympic Festival (12 results); 2019 - Olympic Hopes Cup (5 results); 2019 - Polish Championships (13 results) | USA: 2019 - KPAC National Qualifier (5 results); 2019 - World Champion's National Qualifier (5 results),2020: POL:10,,,,
athlete_identity_collision_300421515344c64c,high,possible_athlete_identity_collision,Jack Eakin,MAG,,,,"GBR, IRL",GBR: 2019 - British Championships (7 results) | IRL: 2019 - Irish Championships (7 results),not found 2020-2025,,,,
athlete_country_e2314df506b63417,high,possible_athlete_country_change,Jacob Faulkner,MAG,Jacob Faulkner,GBR,,"GBR, POR",POR: 2019 - International GymSport (4 results),2023: USA:1,,,,
athlete_match_3cd860d87621c1de,high,possible_existing_athlete_match,Jay Thompson,MAG,Jake Thompson,AUS,0.88,"AUS, GBR",GBR: 2019 - British Championships (10 results); 2019 - Cardiff Men's Friendly (4 results); 2019 - English Championships (7 results); 2019 - Welsh Championships (7 results),Jay Thompson: not found 2020-2025 | Jake Thompson: not found 2020-2025,,,,
athlete_match_0529889fb7aff313,high,possible_existing_athlete_match,Jaydon Attygale,MAG,Jaydon Attygalle,GBR,0.968,"GBR, IRL",IRL: 2019 - Irish Championships (7 results); 2019 - Irish Super Championships (8 results),"Jaydon Attygale: not found 2020-2025 | Jaydon Attygalle: 2021: GBR:2 / 2022: IRL:14 / 2023: GBR:14, IRL:1 / 2024: SRI:11 / 2025: GBR:2, SRI:4",,,,
athlete_identity_collision_0431e056b629de78,high,possible_athlete_identity_collision,Jemina Phan,WAG,,,,"FIN, NOR",FIN: 2019 - Finnish Championships (7 results); 2019 - Unni & Haralds Trophy (1 result) | NOR: 2019 - Unni & Haralds Trophy (5 results),2020: FIN:18 / 2021: FIN:11 / 2022: FIN:26 / 2023: FIN:15 / 2024: FIN:10,,,,
athlete_country_46f8a007fff186a1,high,possible_athlete_country_change,Joan Prat Bellasoia,MAG,Joan Prat Bellasoia,POR,,"AND, POR",AND: 2019 - International GymSport (4 results),not found 2020-2025,,,,
athlete_match_85cd9be6f6e1e5c8,high,possible_existing_athlete_match,Joan Prat Bellsola,MAG,Joan Prat Bellasoia,POR,0.919,"AND, POR",AND: 2019 - European Youth Olympic Festival (5 results),Joan Prat Bellsola: not found 2020-2025 | Joan Prat Bellasoia: not found 2020-2025,,,,
athlete_identity_collision_e2c31f92c3488228,high,possible_athlete_identity_collision,Kaia Tanskanen,WAG,Kaia Tanskanen,USA,1.0,"FIN, USA",FIN: 2019 - Finnish Championships (10 results) | USA: 2019 - Auburn National Qualifier (5 results); 2019 - KPAC National Qualifier (5 results),2021: FIN:18 / 2022: FIN:42 / 2023: FIN:31 / 2024: FIN:14 / 2025: FIN:31,,,,
athlete_identity_collision_24fd86598af09aeb,high,possible_athlete_identity_collision,Kasey Rising,MAG,Kasey Rising,GBR,1.0,"GBR, IRL",GBR: 2019 - British Championships (4 results); 2019 - English Championships (7 results) | IRL: 2019 - Irish Championships (7 results); 2019 - Irish Super Championships (4 results),2021: GBR:7 / 2022: IRL:14 / 2023: GBR:7,,,,
athlete_country_46c88a566d724bc7,high,possible_athlete_country_change,Katie Dovey,WAG,Katie Dovey,GBR,,"FRA, GBR",FRA: 2019 - Sarreguemines Cup (5 results),not found 2020-2025,,,,
athlete_country_393e62d848404102,high,possible_athlete_country_change,Laney Madsen,WAG,Laney Madsen,USA,,"BUL, USA",BUL: 2019 - European Championships (5 results); 2019 - European Games (5 results); 2019 - World Championships (5 results),not found 2020-2025,,,,
athlete_identity_collision_6f48f5bf9858d851,high,possible_athlete_identity_collision,Lili Sørensen,WAG,Lili Sørensen,DEN,1.0,"DEN, ISL",DEN: 2019 - Danish Junior Championships (6 results) | ISL: 2019 - Björk International (7 results),2020: DEN:3 / 2021: DEN:2,,,,
athlete_identity_collision_f5ec5b3b3d4c3af0,high,possible_athlete_identity_collision,Lim Kaeson,MAG,Lim Kaeson,SGP,1.0,"KOR, SGP",KOR: 2019 - Melbourne World Cup (1 result) | SGP: 2019 - Asian Championships (7 results); 2019 - Singapore Championships (7 results); 2019 - Singapore Open (4 results); 2019 - Zhaoqing Challenge Cup (3 results),2022: SGP:7 / 2024: SGP:4 / 2025: SGP:5,,,,
athlete_identity_collision_2c98f4de5ac6b0cf,high,possible_athlete_identity_collision,Lorenzo Aymes,MAG,,,,"FRA, MON",FRA: 2019 - Top 12 Finals (1 result); 2019 - Top 12 Semi-Final I (1 result); 2019 - Top 12 Series 2 (1 result); 2019 - Top 12 Series 3 (1 result) | MON: 2019 - Stella Zakharova Cup (13 results),"2021: FRA:18, MON:12 / 2022: FRA:22 / 2023: FRA:16 / 2024: FRA:19 / 2025: FRA:30",,,,
athlete_identity_collision_175fcc4d8c04e02e,high,possible_athlete_identity_collision,Louis Dutrieux,MAG,,,,"BEL, NED",BEL: 2019 - Belgian Championships (7 results) | NED: 2019 - Wase Gymcup (7 results),2021: BEL:8 / 2022: BEL:12 / 2023: BEL:3,,,,
athlete_identity_collision_eb52cea7eb4787b8,high,possible_athlete_identity_collision,Marco Walter,MAG,Marco Walter,SUI,1.0,"GER, SUI",GER: 2019 - 2nd Bundesliga (5 results) | SUI: 2019 - Summer Universiade (13 results),2023: SUI:5 / 2025: SUI:7,,,,
athlete_country_ee317ad1ecad87b2,high,possible_athlete_country_change,Margret Bjarnadottir,WAG,Margret Bjarnadottir,GBR,,"GBR, ISL",ISL: 2019 - Scottish Championships (5 results),not found 2020-2025,,,,
athlete_identity_collision_efd7ab0478981e89,high,possible_athlete_identity_collision,Maria Kharenkova,WAG,Maria Kharenkova,RUS,1.0,"GEO, RUS",GEO: 2019 - 4th Bundesliga (5 results); 2019 - Russian Cup (10 results); 2019 - Voronin Cup (11 results); 2019 - World Championships (5 results) | RUS: 2019 - Russian Championships (2 results),"2020: GEO:13, RUS:11 / 2021: GEO:10, RUS:4",,,,
athlete_identity_collision_8c4b39921160aa25,high,possible_athlete_identity_collision,Marit Reijnders,WAG,Marit Reijnders,NED,1.0,"GER, NED",GER: 2019 - 1st Bundesliga (5 results) | NED: 2019 - 2nd Bundesliga (5 results); 2019 - 3rd Bundesliga (5 results); 2019 - Dutch Championships (10 results); 2019 - Dutch Team Championships (5 results); 2019 - European Youth Olympic Festival (9 results); 2019 - Gymnova Cup (10 results); 2019 - IAG SportEvent (5 results); 2019 - Leverkusen Cup (5 results); 2019 - Top Gym Tournament (9 results); 2019 - Unni & Haralds Trophy (1 result),2021: NED:9 / 2022: NED:4 / 2023: NED:6 / 2024: NED:3,,,,
athlete_match_f3fb59b51486809b,high,possible_existing_athlete_match,Martina Gonzalez,WAG,Marina Gonzalez,ESP,0.968,"CHI, ESP",CHI: 2019 - South American Junior Championships (5 results),Martina Gonzalez: not found 2020-2025 | Marina Gonzalez: 2020: ESP:5 / 2021: ESP:11 / 2022: ESP:1,,,,
athlete_identity_collision_9e605eb606be0c9b,high,possible_athlete_identity_collision,Marton Kovacs,MAG,,,,"HUN, SUI",HUN: 2019 - European Youth Olympic Festival (7 results) | SUI: 2019 - Swiss Team Championships (4 results),"2020: HUN:24 / 2021: HUN:12, SUI:7 / 2022: HUN:33, SUI:5 / 2023: HUN:40 / 2024: HUN:7 / 2025: HUN:7",,,,
athlete_identity_collision_22bfb9adb2be9f75,high,possible_athlete_identity_collision,Matvei Petrov,MAG,Matvei Petrov,ALB,1.0,"ALB, ITA",ALB: 2019 - Austrian Team Open (2 results); 2019 - European Championships (1 result); 2019 - Paris Challenge Cup (5 results); 2019 - Sokol Grand Prix (2 results); 2019 - World Championships (7 results) | ITA: 2019 - 1st Italian Serie A (4 results); 2019 - 3rd Italian Serie A (4 results),2020: ALB:10 / 2021: ALB:17 / 2022: ALB:12 / 2023: ALB:15 / 2024: ALB:11 / 2025: ALB:6,,,,
athlete_match_20eebd67714346ea,high,possible_existing_athlete_match,Megan Smith,WAG,Meaghan Smith,IRL,0.917,"GBR, IRL",GBR: 2019 - Rushmoor Rose Bowl (5 results),Megan Smith: not found 2020-2025 | Meaghan Smith: not found 2020-2025,,,,
athlete_identity_collision_83326483e75bd109,high,possible_athlete_identity_collision,Michael O'Neill,MAG,Michael O'Neill,IRL,1.0,"GBR, IRL",GBR: 2019 - British Championships (7 results); 2019 - English Championships (7 results) | IRL: 2019 - Irish Championships (7 results); 2019 - Irish Super Championships (5 results),"2021: GBR:3, IRL:2 / 2022: GBR:4, IRL:4 / 2023: IRL:7 / 2024: GBR:14, IRL:13 / 2025: GBR:3, IRL:2",,,,
athlete_identity_collision_616c8022b57b81f7,high,possible_athlete_identity_collision,Michael Reid,MAG,Michael Reid,USA,1.0,"GER, JAM, USA",GER: 2019 - 1st Bundesliga (1 result); 2019 - 2nd Bundesliga (2 results) | JAM: 2019 - Liukin Invitational (2 results); 2019 - World Championships (2 results) | USA: 2019 - Houston National Invitational (2 results),2020: JAM:2 / 2021: JAM:2 / 2022: JAM:4 / 2023: JAM:2,,,,
athlete_identity_collision_38a4780687d7eb2d,high,possible_athlete_identity_collision,Mitchell Henshaw,MAG,Mitchell Henshaw,GBR,1.0,"BEL, GBR",BEL: 2019 - Wase Gymcup (7 results) | GBR: 2019 - British Championships (7 results); 2019 - English Championships (7 results),2021: GBR:7 / 2022: GBR:7 / 2023: GBR:7,,,,
athlete_identity_collision_c7ccf1d0aa26c053,high,possible_athlete_identity_collision,Momoko Iwai,WAG,,,,"JPN, USA",JPN: 2019 - All-Japan Junior Championships (2 results) | USA: 2019 - KPAC National Qualifier (5 results); 2019 - Parkettes National Qualifier (2 results); 2019 - World Champion's National Qualifier (5 results),not found 2020-2025,,,,
athlete_identity_collision_9224bf0fb3eb6ad2,high,possible_athlete_identity_collision,Nabil Zouhair,MAG,Nabil Zouhair,FRA,1.0,"FRA, MAR",FRA: 2019 - Top 12 Semi-Final I (3 results); 2019 - Top 12 Semi-Final II (2 results); 2019 - Top 12 Series 4 (2 results); 2019 - Top 12 Series 5 (3 results) | MAR: 2019 - African Games (16 results); 2019 - Top 12 Series 1 (3 results); 2019 - Top 12 Series 2 (3 results); 2019 - World Championships (7 results),"2020: FRA:2, MAR:3 / 2021: FRA:4, MAR:10 / 2022: MAR:26",,,,
athlete_identity_collision_d12a33da4ea7f380,high,possible_athlete_identity_collision,Nadieh van Pol,WAG,Nadieh van Pol,NED,1.0,"GER, NED",GER: 2019 - 1st Bundesliga (5 results) | NED: 2019 - 2nd Bundesliga (5 results); 2019 - 3rd Bundesliga (2 results),2021: NED:22,,,,
athlete_country_98c862313331ec23,high,possible_athlete_country_change,Nahel Bouanane,MAG,Nahel Bouanane,IRL,,"IRL, MAR",MAR: 2019 - African Games (3 results),not found 2020-2025,,,,
athlete_identity_collision_2d02a86c9391052a,high,possible_athlete_identity_collision,Niambh O'Shea,WAG,Niambh O'Shea,GBR,1.0,"GBR, IRL",GBR: 2019 - British Team Championships (3 results); 2019 - English Championships (3 results) | IRL: 2019 - Irish Championships (5 results); 2019 - Irish Super Championships (3 results); 2019 - Irish Team Championships (5 results),not found 2020-2025,,,,
athlete_identity_collision_58830689bd6edee2,high,possible_athlete_identity_collision,Niila-Petteri Äijänen,MAG,,,,"FIN, SWE",FIN: 2019 - Mälar Cup (7 results); 2019 - Nordic Junior Championships (10 results) | SWE: 2019 - Mälar Cup (6 results),2022: FIN:8 / 2023: FIN:8 / 2024: FIN:1,,,,
