review_id,review_priority,problem_type,athlete_name,discipline,suggested_existing_athlete,suggested_existing_country,suggestion_confidence,collision_countries,results_2025_by_country,future_country_evidence,recommended_action,learned_rule_id,decision,action,country,notes
athlete_identity_collision_b161dcea82b8f39f,high,possible_athlete_identity_collision,Max Krüger,MAG,Max Krüger,SUI,1.0,"GER, SUI",GER: 2025 - German Cup (5 results) | SUI: 2025 - Swiss Team Championships (5 results),Max Krüger: not found 2026-2025,,,,,,
athlete_identity_collision_4615d18ea97f9ca1,high,possible_athlete_identity_collision,Louay Sahli,MAG,Louay Sahli,TUN,1.0,"FRA, TUN",FRA: 2025 - Top 12 Series 4 (2 results); 2025 - Top 12 Series 6 (1 results) | TUN: 2025 - Mediterranean Championships (5 results),Louay Sahli: not found 2026-2025,,,,,,
athlete_identity_collision_fe0af97693042547,high,possible_athlete_identity_collision,Carl Strömö,MAG,Carl Strömö,SWE,1.0,"NOR, SWE",NOR: 2025 - Unni & Haralds Trophy (4 results) | SWE: 2025 - Mälar Cup (5 results),Carl Strömö: not found 2026-2025,,,,,,
athlete_identity_collision_c6124663f446b4d6,high,possible_athlete_identity_collision,Sam Smith,MAG,Sam Smith,CAN,1.0,"CAN, USA",CAN: 2025 - Canadian Championships (1 results); 2025 - Elite Canada (4 results) | USA: 2025 - Houston National Invitational (2 results),Sam Smith: not found 2026-2025,,,,,,
athlete_identity_collision_03f65664b1e8fd08,high,possible_athlete_identity_collision,Ulyana Kuzmenkova,WAG,Ulyana Kuzmenkova,BLR,1.0,"BLR, RUS",BLR: 2025 - Gymnastics Legends (5 results) | RUS: 2025 - Strongest Athletes Cup (5 results),Ulyana Kuzmenkova: not found 2026-2025,,,,,,
athlete_identity_collision_f2c69f620e7fb0d1,high,possible_athlete_identity_collision,Yonca Özgül,WAG,Yonca Özgül,GER,1.0,"GER, TUR",GER: 2025 - European Youth Olympic Festival (5 results) | TUR: 2025 - Junior World Championships (5 results),Yonca Özgül: not found 2026-2025,,,,,,
athlete_identity_collision_427785b1032c762e,high,possible_athlete_identity_collision,Alexander Myakinin,MAG,Alexander Myakinin,ISR,1.0,"GER, ISR",GER: 2025 - 2nd Bundesliga (3 results) | ISR: 2025 - DTB Pokal Team Challenge (3 results); 2025 - Osijek World Cup (2 results),Alexander Myakinin: not found 2026-2025,,,,,,
athlete_identity_collision_a287c13a536e9f0f,high,possible_athlete_identity_collision,Elisabeth Antone,WAG,Elisabeth Antone,USA,1.0,"PHI, USA",PHI: 2025 - Asian Championships (5 results) | USA: 2025 - Buckeye National Qualifier (5 results),Elisabeth Antone: not found 2026-2025,,,,,,
athlete_identity_collision_a4b2bd56d9099b18,high,possible_athlete_identity_collision,Maria Jvania,WAG,Maria Jvania,FRA,1.0,"FRA, GEO",FRA: 2025 - French Championships (5 results) | GEO: 2025 - Top 12 Series 1 (5 results),Maria Jvania: not found 2026-2025,,,,,,
athlete_identity_collision_49330219c265f1ed,high,possible_athlete_identity_collision,Cristiano Proietti,MAG,Cristiano Proietti,ITA,1.0,"GER, ITA",GER: 2025 - German Junior Championships (5 results) | ITA: 2025 - Champion's Cup (5 results),Cristiano Proietti: not found 2026-2025,,,,,,
athlete_identity_collision_9fad90f7e6b00f7c,high,possible_athlete_identity_collision,Loris Racca,MAG,Loris Racca,FRA,1.0,"FRA, MON",FRA: 2025 - Top 12 Semifinals (1 results); 2025 - Top 12 Series 5 (1 results); 2025 - Top 12 Series 6 (1 results) | MON: 2025 - Games of the Small States (4 results),Loris Racca: not found 2026-2025,,,,,,
athlete_identity_collision_1be27a2cf5ed9dbf,high,possible_athlete_identity_collision,Taylor Burkhart,MAG,Taylor Burkhart,USA,1.0,"GER, USA",GER: 2025 - 7th Bundesliga (5 results) | USA: 2025 - Winter Cup (5 results),Taylor Burkhart: not found 2026-2025,,,,,,
athlete_identity_collision_1bda04ed4593f488,high,possible_athlete_identity_collision,Kevin Buckley,MAG,Kevin Buckley,SLO,1.0,"SLO, SUI",SLO: 2025 - 1st Italian Serie A (1 results); 2025 - 2nd Italian Serie A (4 results) | SUI: 2025 - Swiss Team Championships (3 results),Kevin Buckley: not found 2026-2025,,,,,,
athlete_identity_collision_473757d61706f588,high,possible_athlete_identity_collision,Victor Verwimp,MAG,,,,"BEL, NED",BEL: 2025 - Belgian Championships (5 results) | NED: 2025 - Wase Gymcup (5 results),Victor Verwimp: not found 2026-2025,,,,,,
athlete_identity_collision_2b3d64f904c7edc7,high,possible_athlete_identity_collision,Adina Kubickova,WAG,,,,"AUT, CZE",AUT: 2025 - Salamunov Memorial (5 results) | CZE: 2025 - Czech Championships (5 results),Adina Kubickova: not found 2026-2025,,,,,,
athlete_identity_collision_b81b2bc4d8ddec2b,high,possible_athlete_identity_collision,Samira Raffin,WAG,Samira Raffin,SUI,1.0,"AUT, SUI",AUT: 2025 - Austrian Championships (5 results) | SUI: 2025 - 3rd Bundesliga (5 results),Samira Raffin: not found 2026-2025,,,,,,
athlete_identity_collision_48fb87b69a70f675,high,possible_athlete_identity_collision,Hana Rebec,WAG,Hana Rebec,SLO,1.0,"HUN, SLO",HUN: 2025 - Hungarian Championships (3 results) | SLO: 2025 - Zelena Jama Open (5 results),Hana Rebec: not found 2026-2025,,,,,,
athlete_identity_collision_dc8b289a94a5f9b5,high,possible_athlete_identity_collision,Lilian Piotte,MAG,Lilian Piotte,FRA,1.0,"FRA, MON",FRA: 2025 - Top 12 Semifinals (3 results); 2025 - Top 12 Series 6 (2 results) | MON: 2025 - Games of the Small States (5 results),Lilian Piotte: not found 2026-2025,,,,,,
athlete_identity_collision_ab36a6d3acd25ee5,high,possible_athlete_identity_collision,Aneta Volna,WAG,Aneta Volna,CZE,1.0,"CZE, HUN",CZE: 2025 - Czech Championships (5 results) | HUN: 2025 - Hungarian Championships (5 results),Aneta Volna: not found 2026-2025,,,,,,
athlete_identity_collision_7fdfc7f1c5577586,high,possible_athlete_identity_collision,Jazmyn Jimenez,WAG,Jazmyn Jimenez,USA,1.0,"MEX, USA",MEX: 2025 - Mexican Championships (5 results) | USA: 2025 - KPAC National Qualifier (5 results),Jazmyn Jimenez: not found 2026-2025,,,,,,
athlete_identity_collision_d8441d91d59f2c84,high,possible_athlete_identity_collision,Lola Barson,WAG,Lola Barson,GBR,1.0,"GBR, NZL",GBR: 2025 - English Championships (5 results) | NZL: 2025 - Junior World Championships (5 results),Lola Barson: not found 2026-2025,,,,,,
athlete_identity_collision_1c3e8b0f0df26ade,high,possible_athlete_identity_collision,Izabel Donnelly,WAG,Izabel Donnelly,GBR,1.0,"GBR, IRL",GBR: 2025 - Welsh Championships (5 results) | IRL: 2025 - Irish Championships (5 results),Izabel Donnelly: not found 2026-2025,,,,,,
athlete_identity_collision_fd89ab8a1f033df5,high,possible_athlete_identity_collision,Lilou Gustin,WAG,,,,"BEL, SLO",BEL: 2025 - Horizon Cup (5 results) | SLO: 2025 - Salamunov Memorial (5 results),Lilou Gustin: not found 2026-2025,,,,,,
athlete_identity_collision_f24e06cc49ad9200,high,possible_athlete_identity_collision,Mariia Vladymyrova,WAG,Mariia Vladymyrova,DEN,1.0,"DEN, IRL",DEN: 2025 - Elek Matolay Memorial (5 results) | IRL: 2025 - Irish Championships (5 results),Mariia Vladymyrova: not found 2026-2025,,,,,,
athlete_identity_collision_1c5c015ca6b33d17,high,possible_athlete_identity_collision,Viktoria Petrova,WAG,Viktoria Petrova,BUL,1.0,"BUL, RUS",BUL: 2025 - Bulgarian Championships (5 results) | RUS: 2025 - Russian Junior Championships (5 results),Viktoria Petrova: not found 2026-2025,,,,,,
athlete_identity_collision_e42cdfd80912df12,high,possible_athlete_identity_collision,Alessia Volostiuc,WAG,Alessia Volostiuc,ROU,1.0,"ITA, ROU",ITA: 2025 - Champion's Cup (5 results) | ROU: 2025 - Italian Gold Championships (5 results),Alessia Volostiuc: not found 2026-2025,,,,,,
athlete_identity_collision_b4af0f03388c1931,high,possible_athlete_identity_collision,Andreea Mihai,WAG,,,,"GER, ROU",GER: 2025 - 1st Bundesliga (1 results) | ROU: 2025 - 2nd Bundesliga (1 results); 2025 - 3rd Bundesliga (1 results); 2025 - 4th Bundesliga (1 results),Andreea Mihai: not found 2026-2025,,,,,,
athlete_identity_collision_c016524cfbb7a768,high,possible_athlete_identity_collision,Seda Serbieva,WAG,Seda Serbieva,GER,1.0,"GER, RUS",GER: 2025 - 4th Bundesliga (2 results) | RUS: 2025 - 3rd Bundesliga (5 results),Seda Serbieva: not found 2026-2025,,,,,,
athlete_identity_collision_820f1ddc06f3f254,high,possible_athlete_identity_collision,Marco Sarrugerio,MAG,Marco Sarrugerio,ITA,1.0,"ITA, SUI",ITA: 2025 - 1st Italian Serie A (3 results); 2025 - 2nd Italian Serie A (2 results) | SUI: 2025 - Swiss Team Championships (3 results),Marco Sarrugerio: not found 2026-2025,,,,,,
athlete_identity_collision_d5b6e05c45324170,high,possible_athlete_identity_collision,Ruby Pass,WAG,Ruby Pass,AUS,1.0,"AUS, GBR",AUS: 2025 - Australian Championships (5 results) | GBR: 2025 - World Championships (5 results),Ruby Pass: not found 2026-2025,,,,,,
athlete_identity_collision_8b864cb209dd3101,high,possible_athlete_identity_collision,Zofia Kopczynski,WAG,Zofia Kopczynski,BEL,1.0,"LUX, MLT",LUX: 2025 - Games of the Small States (5 results) | MLT: 2025 - Games of the Small States (3 results),Zofia Kopczynski: not found 2026-2025,,,,,,
athlete_identity_collision_516b329183cea75b,high,possible_athlete_identity_collision,Alejandra Martinez,WAG,Alejandra Martinez,RSA,1.0,"MEX, RSA",MEX: 2025 - Mexican Championships (5 results) | RSA: 2025 - South African Worlds Trials (5 results),Alejandra Martinez: not found 2026-2025,,,,,,
athlete_identity_collision_da977db5c4a5c961,high,possible_athlete_identity_collision,Niamh McConnell,WAG,Niamh McConnell,IRL,1.0,"GBR, IRL",GBR: 2025 - British Championships (5 results) | IRL: 2025 - Scottish Championships (5 results),Niamh McConnell: not found 2026-2025,,,,,,
athlete_identity_collision_512d0243bf6a3788,high,possible_athlete_identity_collision,Terri Grandry,WAG,,,,"BEL, FRA",BEL: 2025 - Tiger Cup (5 results) | FRA: 2025 - Top 12 Series 3 (2 results); 2025 - Top 12 Series 4 (1 results),Terri Grandry: not found 2026-2025,,,,,,
athlete_identity_collision_321f631f8226592a,high,possible_athlete_identity_collision,Hugo Villeneuve,MAG,Hugo Villeneuve,MON,1.0,"FRA, MON",FRA: 2025 - French Championships (5 results) | MON: 2025 - Games of the Small States (5 results),Hugo Villeneuve: not found 2026-2025,,,,,,
athlete_identity_collision_f4b0cd6d99cf4981,high,possible_athlete_identity_collision,Aleksandra Maksimova,WAG,Aleksandra Maksimova,RUS,1.0,"RUS, SYR",RUS: 2025 - Russian Championships (5 results) | SYR: 2025 - Strongest Athletes Cup (5 results),Aleksandra Maksimova: not found 2026-2025,,,,,,
athlete_identity_collision_5b5a2120d8a3d669,high,possible_athlete_identity_collision,Victor Betancourt,MAG,Victor Betancourt,VEN,1.0,"AUS, VEN",AUS: 2025 - Australian Championships (5 results) | VEN: 2025 - Pan American Championships (5 results),Victor Betancourt: not found 2026-2025,,,,,,
athlete_identity_collision_dda68eae9d179d76,high,possible_athlete_identity_collision,Benjamin Astorga,MAG,Benjamin Astorga,CAN,1.0,"CAN, MEX",CAN: 2025 - Canadian Championships (1 results) | MEX: 2025 - Mexican Championships (1 results); 2025 - Pan American Championships (3 results),Benjamin Astorga: not found 2026-2025,,,,,,
athlete_identity_collision_c9d89ef2467a930a,high,possible_athlete_identity_collision,Lucie Selvais,WAG,,,,"BEL, SLO",BEL: 2025 - Horizon Cup (5 results) | SLO: 2025 - Salamunov Memorial (5 results),Lucie Selvais: not found 2026-2025,,,,,,
athlete_identity_collision_c66b03d74e4792b3,high,possible_athlete_identity_collision,Lilia Rief,WAG,Lilia Rief,AUT,1.0,"AUT, GER",AUT: 2025 - Zelena Jama Open (5 results) | GER: 2025 - 2nd Bundesliga (5 results),Lilia Rief: not found 2026-2025,,,,,,
athlete_identity_collision_acf0a037b8b903d4,high,possible_athlete_identity_collision,Anthony de Gannes,MAG,Anthony de Gannes,CAN,1.0,"CAN, TTO",CAN: 2025 - Elite Canada (5 results) | TTO: 2025 - World Championships (5 results),Anthony de Gannes: not found 2026-2025,,,,,,
athlete_identity_collision_470802309eb32a80,high,possible_athlete_identity_collision,Laila Sabanovic,WAG,Laila Sabanovic,SLO,1.0,"ISL, SLO",ISL: 2025 - Iceland Classic (3 results) | SLO: 2025 - Slovenian Championships (5 results),Laila Sabanovic: not found 2026-2025,,,,,,
athlete_identity_collision_9c1a5bb0378c6b44,high,possible_athlete_identity_collision,Céleste Mordenti,WAG,,,,"LUX, NED",LUX: 2025 - 1st Bundesliga (5 results) | NED: 2025 - Dutch Championships (5 results),Céleste Mordenti: not found 2026-2025,,,,,,
athlete_identity_collision_73dd3f0e36c4f932,high,possible_athlete_identity_collision,Sergio Kovacs,MAG,Sergio Kovacs,ESP,1.0,"ESP, HUN",ESP: 2025 - Spanish Championships (5 results) | HUN: 2025 - Paris Challenge Cup (5 results),Sergio Kovacs: not found 2026-2025,,,,,,
athlete_identity_collision_d8ce1efc056150fa,high,possible_athlete_identity_collision,Victor Martinez,MAG,Victor Martinez,BEL,1.0,"BEL, FRA",BEL: 2025 - European Championships (5 results) | FRA: 2025 - Top 12 Series 5 (2 results),Victor Martinez: not found 2026-2025,,,,,,
athlete_identity_collision_34c59e5b639b81a6,high,possible_athlete_identity_collision,Julia Weissenhofer,WAG,Julia Weissenhofer,LIE,1.0,"LIE, LUX",LIE: 2025 - Austrian Championships (5 results) | LUX: 2025 - European Championships (5 results),Julia Weissenhofer: not found 2026-2025,,,,,,
athlete_identity_collision_a9edeb8521489812,high,possible_athlete_identity_collision,Hinata Kabeya,MAG,Hinata Kabeya,JPN,1.0,"AUS, JPN",AUS: 2025 - Australian Championships (5 results) | JPN: 2025 - Japanese National Sports Festival (5 results),Hinata Kabeya: not found 2026-2025,,,,,,
athlete_identity_collision_3f84a8e9b8fba5af,high,possible_athlete_identity_collision,Charlie Chan Cheuk Lam,WAG,Charlie Chan Cheuk Lam,HKG,1.0,"CHN, HKG",CHN: 2025 - Chinese National Games (2 results) | HKG: 2025 - Asian Championships (2 results); 2025 - Baku World Cup (1 results); 2025 - World University Games (2 results),Charlie Chan Cheuk Lam: not found 2026-2025,,,,,,
athlete_identity_collision_bf43efc0fd5bb8d7,high,possible_athlete_identity_collision,Vivienne Hennink,WAG,Vivienne Hennink,NED,1.0,"GER, NED",GER: 2025 - 4th Bundesliga (2 results) | NED: 2025 - Dutch Team Championships (5 results),Vivienne Hennink: not found 2026-2025,,,,,,
athlete_identity_collision_41527df8a9dfe02e,high,possible_athlete_identity_collision,Linus Eisenring,MAG,Linus Eisenring,SUI,1.0,"GER, SUI",GER: 2025 - German Junior Championships (5 results) | SUI: 2025 - Swiss Team Championships (5 results),Linus Eisenring: not found 2026-2025,,,,,,
athlete_identity_collision_f8d2c57955771939,high,possible_athlete_identity_collision,Dorian Doan,MAG,Dorian Doan,CAN,1.0,"CAN, JAM",CAN: 2025 - Canadian Championships (5 results) | JAM: 2025 - World Championships (5 results),Dorian Doan: not found 2026-2025,,,,,,
athlete_identity_collision_db79b19ef80b94f3,high,possible_athlete_identity_collision,Hanna Chrobak,WAG,Hanna Chrobak,GER,1.0,"GER, POL",GER: 2025 - 2nd Bundesliga (1 results) | POL: 2025 - Polish Cup (5 results),Hanna Chrobak: not found 2026-2025,,,,,,
athlete_identity_collision_604a94aaf07f6088,high,possible_athlete_identity_collision,Lieze de Winter,WAG,Lieze de Winter,BEL,1.0,"BEL, LUX",BEL: 2025 - Gymnova Cup (5 results) | LUX: 2025 - Wase Gymcup (5 results),Lieze de Winter: not found 2026-2025,,,,,,
athlete_identity_collision_4a5f9837d2c86a3b,high,possible_athlete_identity_collision,Mikito Endo,MAG,Mikito Endo,JPN,1.0,"JAM, JPN",JAM: 2025 - Paris Challenge Cup (3 results) | JPN: 2025 - All-Japan Championships (2 results); 2025 - NHK Trophy (3 results),Mikito Endo: not found 2026-2025,,,,,,
athlete_identity_collision_83326483e75bd109,high,possible_athlete_identity_collision,Michael O'Neill,MAG,Michael O'Neill,IRL,1.0,"GBR, IRL",GBR: 2025 - British Team Championships (3 results) | IRL: 2025 - Irish Championships (2 results),Michael O'Neill: not found 2026-2025,,,,,,
athlete_identity_collision_0fc555d5677489c1,high,possible_athlete_identity_collision,Zala Trtnik,WAG,Zala Trtnik,SLO,1.0,"CRO, SLO",CRO: 2025 - Cairo World Cup (1 results) | SLO: 2025 - Koper Challenge Cup (2 results); 2025 - Slovenian Championships (1 results); 2025 - Szombathely Challenge Cup (1 results); 2025 - World Championships (1 results),Zala Trtnik: not found 2026-2025,,,,,,
athlete_country_1909963ddee66ba0,high,possible_athlete_country_change,Aaron Coche,MAG,Aaron Coche,SWE,,"FRA, SWE",FRA: 2025 - Top 12 Series 4 (2 results); 2025 - Top 12 Series 6 (1 results),Aaron Coche: not found 2026-2025,,,,,,
athlete_country_9b20ad5e68edb639,high,possible_athlete_country_change,Andi Leemans,MAG,Andi Leemans,BEL,,"BEL, FRA",FRA: 2025 - Wase Gymcup (2 results),Andi Leemans: not found 2026-2025,,,,,,
athlete_country_1eee74bcd2dc456e,high,possible_athlete_country_change,Anson Tan Yu Hang,MAG,Anson Tan Yu Hang,SGP,,"MAS, SGP",MAS: 2025 - Junior World Championships (5 results),Anson Tan Yu Hang: not found 2026-2025,,,,,,
athlete_country_cbd52529f74e9f8f,high,possible_athlete_country_change,Bernardo Silva,MAG,Bernardo Silva,POR,,"BRA, POR",BRA: 2025 - Brazilian Junior Championships (5 results),Bernardo Silva: not found 2026-2025,,,,,,
athlete_country_107862dac6311d0d,high,possible_athlete_country_change,Clayton Bell,MAG,Clayton Bell,GBR,,"GBR, JAM",JAM: 2025 - Pan American Championships (5 results),Clayton Bell: not found 2026-2025,,,,,,
athlete_country_2b9f90972a57afb7,high,possible_athlete_country_change,David Martinez,MAG,David Martinez,POR,,"ESP, POR",ESP: 2025 - Spanish Championships (5 results),David Martinez: not found 2026-2025,,,,,,
athlete_country_68e25cc93ce82032,high,possible_athlete_country_change,Evan Aliwalas,MAG,Evan Aliwalas,CAN,,"CAN, PHI",PHI: 2025 - Elite Canada (5 results),Evan Aliwalas: not found 2026-2025,,,,,,
athlete_country_9759ac5fd4af539a,high,possible_athlete_country_change,Evan Hachey,MAG,Evan Hachey,CAN,,"CAN, USA",USA: 2025 - Houston National Invitational (4 results),Evan Hachey: not found 2026-2025,,,,,,
athlete_country_c5f200dfd1f927fc,high,possible_athlete_country_change,Fabio Schmidl,MAG,Fabio Schmidl,POL,,"GER, POL",GER: 2025 - Wohnen Juniors Trophy (5 results),Fabio Schmidl: not found 2026-2025,,,,,,
athlete_country_d4a16b8e66d20714,high,possible_athlete_country_change,Lorenzo Pambianchi,MAG,Lorenzo Pambianchi,FRA,,"FRA, ITA",ITA: 2025 - Top 12 Series 4 (3 results); 2025 - Top 12 Series 6 (2 results),Lorenzo Pambianchi: not found 2026-2025,,,,,,
athlete_country_093f8acf8b7afb96,high,possible_athlete_country_change,Lucas Schmirander,MAG,Lucas Schmirander,POL,,"GER, POL",GER: 2025 - Wohnen Juniors Trophy (5 results),Lucas Schmirander: not found 2026-2025,,,,,,
athlete_country_317d2b95449c650f,high,possible_athlete_country_change,Lukas Marek,MAG,Lukas Marek,CZE,,"CZE, LAT",LAT: 2025 - Tiger Cup (5 results),Lukas Marek: not found 2026-2025,,,,,,
athlete_country_12628176ac6c0d2d,high,possible_athlete_country_change,Renars Blaubergs,MAG,Renars Blaubergs,GER,,"GER, LAT",LAT: 2025 - 4th Bundesliga (4 results),Renars Blaubergs: not found 2026-2025,,,,,,
athlete_country_c8f6c1df2d1ae424,high,possible_athlete_country_change,Romain Chapelle,MAG,Romain Chapelle,FRA,,"FRA, MON",MON: 2025 - Games of the Small States (3 results); 2025 - Top 12 Series 5 (2 results),Romain Chapelle: not found 2026-2025,,,,,,
athlete_country_883bb8c9dde6b4c8,high,possible_athlete_country_change,Rudy O'Sullivan,MAG,Rudy O'Sullivan,IRL,,"GBR, IRL",GBR: 2025 - English Championships (5 results),Rudy O'Sullivan: not found 2026-2025,,,,,,
athlete_country_c3720ebc2037699c,high,possible_athlete_country_change,Stefan Ingvarsson,MAG,Stefan Ingvarsson,ISL,,"DEN, ISL",DEN: 2025 - Danish Championships (2 results); 2025 - Danish Team Championships (2 results),Stefan Ingvarsson: not found 2026-2025,,,,,,
athlete_country_1b72f69eeba51617,high,possible_athlete_country_change,Thomas Coppen,MAG,Thomas Coppen,GBR,,"GBR, IRL",IRL: 2025 - Irish Championships (5 results),Thomas Coppen: not found 2026-2025,,,,,,
athlete_country_5a0083d0877e7fd9,high,possible_athlete_country_change,Toby Hazelton,MAG,Toby Hazelton,GBR,,"GBR, IRL",IRL: 2025 - Irish Championships (5 results),Toby Hazelton: not found 2026-2025,,,,,,
athlete_country_4ff6fd90f6849abf,high,possible_athlete_country_change,Zakaria Lechheb,MAG,Zakaria Lechheb,MAR,,"FRA, MAR",FRA: 2025 - French Championships (5 results),Zakaria Lechheb: not found 2026-2025,,,,,,
athlete_country_ed1726b594b72cec,high,possible_athlete_country_change,Analis Perez,WAG,Analis Perez,ESP,,"DOM, ESP",DOM: 2025 - 1st Spanish League (5 results),Analis Perez: not found 2026-2025,,,,,,
athlete_country_3d6de0fa67763214,high,possible_athlete_country_change,Arlet Perez,WAG,Arlet Perez,MEX,,"ESP, MEX",ESP: 2025 - 2nd Spanish League (3 results); 2025 - Spanish League Final (2 results),Arlet Perez: not found 2026-2025,,,,,,
athlete_country_9e6fc9baa2243d59,high,possible_athlete_country_change,Dakota Lynch,WAG,Dakota Lynch,GBR,,"GBR, JAM",JAM: 2025 - Junior World Championships (2 results),Dakota Lynch: not found 2026-2025,,,,,,
athlete_country_42c2a70e7fa0b641,high,possible_athlete_country_change,Elisabeth Wagner,WAG,Elisabeth Wagner,GER,,"DEN, GER",DEN: 2025 - Danish Team Championships (2 results),Elisabeth Wagner: not found 2026-2025,,,,,,
athlete_country_e41a306c8e8dde17,high,possible_athlete_country_change,Jana van Staden,WAG,Jana van Staden,MLT,,"MLT, RSA",RSA: 2025 - South African Worlds Trials (5 results),Jana van Staden: not found 2026-2025,,,,,,
athlete_country_420b775c9231251a,high,possible_athlete_country_change,Leyan Sleiman,WAG,Leyan Sleiman,UAE,,"LBN, UAE",LBN: 2025 - Mediterranean Championships (3 results),Leyan Sleiman: not found 2026-2025,,,,,,
athlete_country_02cfe06428899a20,high,possible_athlete_country_change,Lina Martin,WAG,Lina Martin,FRA,,"ESP, FRA",ESP: 2025 - Top 12 Series 1 (2 results); 2026 - Top 12 Series 3 (2026) (3 results),Lina Martin: not found 2026-2025,,,,,,
athlete_country_42f37ccd09fd7791,high,possible_athlete_country_change,Maite Ellendersen,WAG,Maite Ellendersen,ISL,,"DEN, ISL",DEN: 2025 - Northern European Championships (5 results),Maite Ellendersen: not found 2026-2025,,,,,,
athlete_country_e9e289734dcf4824,high,possible_athlete_country_change,Olivia Kosinska,WAG,Olivia Kosinska,GBR,,"GBR, POL",POL: 2025 - English Championships (5 results),Olivia Kosinska: not found 2026-2025,,,,,,
athlete_country_cb21215308f04812,high,possible_athlete_country_change,Poppy Elwood,WAG,Poppy Elwood,IRL,,"GBR, IRL",GBR: 2025 - Scottish Championships (5 results),Poppy Elwood: not found 2026-2025,,,,,,
athlete_country_7fc2dc5dbd0da1f0,high,possible_athlete_country_change,Regina Kovacs,WAG,Regina Kovacs,AUT,,"AUT, HUN",HUN: 2025 - Elek Matolay Memorial (5 results),Regina Kovacs: not found 2026-2025,,,,,,
