candidate_type,risk,suggested_target_id,athletes,countries,result_counts,technical_merge_possible,blocking_reasons,review_note
exact_normalized_name,high,16287,"4171: Motten Dorien (BEL, WAG) | 16287: Motten Dorien (GEO, WAG)","BEL, GEO",4171:79 | 16287:92,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,high,9787,"4820: Sikon Isabel (USA, WAG) | 9787: Sikon Isabel (POL, WAG)","POL, USA",4820:5 | 9787:50,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,high,9929,"5039: Tanskanen Kaia (USA, WAG) | 9929: Tanskanen Kaia (FIN, WAG)","FIN, USA",5039:10 | 9929:156,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,high,5274,"5274: Nelson Laura (GBR, WAG) | 25413: Nelson Laura (IRL, WAG)","GBR, IRL",5274:72 | 25413:12,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,high,20009,"5504: Gutierrez Lucia (PHI, WAG) | 20009: Gutierrez Lucia (ESP, WAG)","ESP, PHI",5504:9 | 20009:79,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,high,5885,"5885: Sak Melek (RUS, WAG) | 5886: Sak Melek (TUR, WAG)","RUS, TUR",5885:15 | 5886:5,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,high,10599,"6075: O'Shea Niambh (GBR, WAG) | 10599: O'Shea Niambh (IRL, WAG)","GBR, IRL",6075:3 | 10599:19,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,high,12185,"6852: Soma Ui (USA, WAG) | 12185: Soma Ui (JPN, WAG)","JPN, USA",6852:15 | 12185:54,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,high,7409,"7409: Roubo Daniel (GER, MAG) | 15129: Roubo Daniel (SWE, MAG)","GER, SWE",7409:10 | 15129:2,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,high,7471,"757: Bigsby Dominic (GBR, MAG) | 7471: Bigsby Dominic (NZL, MAG)","GBR, NZL",757:11 | 7471:27,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,high,759,"759: Cunningham Dominick (GBR, MAG) | 15165: Cunningham Dominick (IRL, MAG)","GBR, IRL",759:147 | 15165:109,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,high,766,"766: Doan Dorian (CAN, MAG) | 23607: Doan Dorian (JAM, MAG)","CAN, JAM",766:129 | 23607:29,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,high,13362,"8938: Walker Alana (USA, WAG) | 13362: Walker Alana (JAM, WAG)","JAM, USA",8938:15 | 13362:40,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,high,9300,"9300: Booth Charlotte (USA, WAG) | 22164: Booth Charlotte (GBR, WAG)","GBR, USA",9300:95 | 22164:25,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,high,9837,"9837: Ochirsukh Javzandolgor (AUT, WAG) | 19707: Ochirsukh Javzandolgor (MGL, WAG)","AUT, MGL",9837:44 | 19707:19,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,high,9841,"9841: Jimenez Jazmyn (USA, WAG) | 25262: Jimenez Jazmyn (MEX, WAG)","MEX, USA",9841:83 | 25262:30,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,medium,10006,"10005: Bernhardsgrutter Kim (SUI, WAG) | 10006: Bernhardsgrütter Kim (SUI, WAG)",SUI,10005:5 | 10006:19,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,medium,10100,"10099: Morissaint Lea (FRA, WAG) | 10100: Morissaint Léa (FRA, WAG)",FRA,10099:4 | 10100:5,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,medium,10997,"10996: Kivekas Sofia (FIN, WAG) | 10997: Kivekäs Sofia (FIN, WAG)",FIN,10996:5 | 10997:120,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,medium,1231,"1230: Nunez Isaac (MEX, MAG) | 1231: Nuñez Isaac (MEX, MAG)",MEX,1230:26 | 1231:187,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,medium,12745,"12745: Sauvé Léandre (CAN, MAG) | 15429: Sauve Leandre (CAN, MAG)",CAN,12745:57 | 15429:44,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,medium,1402,"1401: Fuglsig Joao (DEN, MAG) | 1402: Fuglsig João (DEN, MAG)",DEN,1401:28 | 1402:43,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,medium,1405,"1405: Rios Joao (POR, MAG) | 1406: Rios João (POR, MAG)",POR,1405:36 | 1406:32,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,medium,15151,"15151: Sükrüoglu Deniz (TUR, MAG) | 21072: Sukruoglu Deniz (TUR, MAG)",TUR,15151:45 | 21072:23,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,medium,15483,"15483: Lechaud Luis (POR, MAG) | 15484: Léchaud Luis (POR, MAG)",POR,15483:83 | 15484:21,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,medium,15509,"15509: Felicite Manoah (FRA, MAG) | 18286: Félicité Manoah (FRA, MAG)",FRA,15509:78 | 18286:44,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,medium,15674,"15673: Clerc Remi (FRA, MAG) | 15674: Clerc Rémi (FRA, MAG)",FRA,15673:14 | 15674:32,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,medium,15784,"15783: Lixon Timeo (FRA, MAG) | 15784: Lixon Timéo (FRA, MAG)",FRA,15783:2 | 15784:35,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,medium,15815,"15815: Örs Umut (TUR, MAG) | 26940: Ors Umut (TUR, MAG)",TUR,15815:57 | 26940:13,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,medium,16742,"16742: Theis Lena (BEL, WAG) | 16743: Theis Léna (BEL, WAG)",BEL,16742:10 | 16743:5,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,medium,17067,"17066: Sailer Noe (AUT, WAG) | 17067: Sailer Noé (AUT, WAG)",AUT,17066:5 | 17067:10,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,medium,17432,"17431: Seppanen Aarne (FIN, MAG) | 17432: Seppänen Aarne (FIN, MAG)",FIN,17431:12 | 17432:119,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,medium,17776,"17776: Buchanan-Barrett Donte (GBR, MAG) | 17777: Buchanan-Barrett Dontè (GBR, MAG)",GBR,17776:25 | 17777:7,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,medium,18084,"18084: Duenas Juan Pablo (MEX, MAG) | 18085: Dueñas Juan Pablo (MEX, MAG)",MEX,18084:25 | 18085:21,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,medium,19823,"19822: N'Diaye Kelia (FRA, WAG) | 19823: N'Diaye Kélia (FRA, WAG)",FRA,19822:10 | 19823:43,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,medium,1993,"1993: Öztürk Mert (GER, MAG) | 15553: Ozturk Mert (GER, MAG)",GER,1993:199 | 15553:7,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,medium,20527,"20526: Palasi Siena (ESP, WAG) | 20527: Palasí Siena (ESP, WAG)",ESP,20526:2 | 20527:44,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,medium,20624,"20623: Virlogeux Taina (FRA, WAG) | 20624: Virlogeux Taïna (FRA, WAG)",FRA,20623:10 | 20624:48,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,medium,20907,"20906: Llamas Andre (PAN, MAG) | 20907: Llamas André (PAN, MAG)",PAN,20906:7 | 20907:12,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,medium,20926,"20926: Gregoire Anthony (CAN, MAG) | 20927: Grégoire Anthony (CAN, MAG)",CAN,20926:14 | 20927:6,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,medium,21010,"21010: Viallis Celian (FRA, MAG) | 21011: Viallis Célian (FRA, MAG)",FRA,21010:36 | 21011:11,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,medium,8221,"2110: Cote Napoleon (CAN, MAG) | 8221: Côté Napoléon (CAN, MAG)",CAN,2110:7 | 8221:8,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,medium,2148,"2148: Mozzato Nicolo (ITA, MAG) | 18421: Mozzato Nicolò (ITA, MAG)",ITA,2148:205 | 18421:56,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,medium,21588,"21587: Strypstein Noe (BEL, MAG) | 21588: Strypstein Noé (BEL, MAG)",BEL,21587:27 | 21588:76,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,medium,21943,"21943: Gatuingt-Fabre Ainhoa (FRA, WAG) | 21944: Gatuingt-Fabre Aïnhoa (FRA, WAG)",FRA,21943:29 | 21944:7,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,medium,222,"222: Assumpcao Angelo (BRA, MAG) | 7236: Assumpção Angelo (BRA, MAG)",BRA,222:16 | 7236:9,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,medium,22647,"22646: Makasi Leana (BEL, WAG) | 22647: Makasi Léana (BEL, WAG)",BEL,22646:5 | 22647:45,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,medium,238,"237: Jaaskelainen Anton (FIN, MAG) | 238: Jääskeläinen Anton (FIN, MAG)",FIN,237:7 | 238:98,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,medium,2400,"2399: Cournoyer Rene (CAN, MAG) | 2400: Cournoyer René (CAN, MAG)",CAN,2399:117 | 2400:264,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,medium,24803,"24803: Krasniqi Bore (KOS, WAG) | 24804: Krasniqi Borë (KOS, WAG)",KOS,24803:10 | 24804:7,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,medium,25252,"25252: Haberlin Jana (SUI, WAG) | 25253: Häberlin Jana (SUI, WAG)",SUI,25252:5 | 25253:2,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,medium,2535,"2534: Said Samir Ait (FRA, MAG) | 2535: Saïd Samir Aït (FRA, MAG)",FRA,2534:10 | 2535:70,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,medium,2659,"2659: Almeida Simao (POR, MAG) | 2660: Almeida Simão (POR, MAG)",POR,2659:36 | 2660:22,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,medium,27139,"27138: Kundrat Barbora (SVK, WAG) | 27139: Kundrát Barbora (SVK, WAG)",SVK,27138:5 | 27139:10,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,medium,27593,"27593: Diaz Martina (ESP, WAG) | 27594: Díaz Martina (ESP, WAG)",ESP,27593:1 | 27594:1,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,medium,2875,"2875: Samiloglu Umit (TUR, MAG) | 2876: Samiloglu Ümit (TUR, MAG)",TUR,2875:34 | 2876:9,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,medium,3002,"3002: Emard William (CAN, MAG) | 21872: Émard William (CAN, MAG)",CAN,3002:220 | 21872:102,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,medium,3095,"3095: Gundogdu Yunus Emre (TUR, MAG) | 3096: Gündogdu Yunus Emre (TUR, MAG)",TUR,3095:16 | 3096:9,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,medium,366,"366: Bulbul Bilal (TUR, MAG) | 367: Bülbül Bilal (TUR, MAG)",TUR,366:38 | 367:16,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,medium,3891,"3891: Mordenti Celeste (LUX, WAG) | 24839: Mordenti Céleste (LUX, WAG)",LUX,3891:185 | 24839:74,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,medium,3965,"3965: Casterot Chloe (FRA, WAG) | 16199: Castérot Chloé (FRA, WAG)",FRA,3965:36 | 16199:3,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,medium,4292,"4292: Monat Eloise (CAN, WAG) | 13784: Monat Éloïse (CAN, WAG)",CAN,4292:28 | 13784:21,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,medium,4345,"4345: Frazier eMjae (USA, WAG) | 4346: Frazier éMjae (USA, WAG)",USA,4345:90 | 4346:5,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,medium,7342,"464: Legare Charles-Etienne (CAN, MAG) | 7342: Légaré Charles-Étienne (CAN, MAG)",CAN,464:22 | 7342:87,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,medium,5294,"5294: Denommee Laurie (CAN, WAG) | 22635: Dénommée Laurie (CAN, WAG)",CAN,5294:213 | 22635:4,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,medium,5296,"5296: Vezina Laurie-Lou (CAN, WAG) | 5297: Vézina Laurie-Lou (CAN, WAG)",CAN,5296:34 | 5297:28,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,medium,5711,"5711: Menendez Maria (ESP, WAG) | 20086: Menéndez María (ESP, WAG)",ESP,5711:3 | 20086:1,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,medium,573,"572: Aguero Daniel (PER, MAG) | 573: Agüero Daniel (PER, MAG)",PER,572:77 | 573:83,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,medium,608,"607: Villafane Daniel (ARG, MAG) | 608: Villafañe Daniel (ARG, MAG)",ARG,607:17 | 608:209,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,medium,6132,"6132: Conceição Noemia (POR, WAG) | 10636: Conceicao Noemia (POR, WAG) | 22990: Conceiçao Noémia (POR, WAG)",POR,6132:29 | 10636:10 | 22990:14,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,medium,6133,"6133: Louon Noemie (BEL, WAG) | 6134: Louon Noémie (BEL, WAG)",BEL,6133:61 | 6134:35,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,medium,10790,"6343: Groulx Rebeka (CAN, WAG) | 10790: Groulx Rébéka (CAN, WAG)",CAN,6343:9 | 10790:59,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,medium,65,"64: Onder Ahmet (TUR, MAG) | 65: Önder Ahmet (TUR, MAG)",TUR,64:34 | 65:483,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,medium,6536,"6536: Charpy Serena (FRA, WAG) | 14695: Charpy Séréna (FRA, WAG)",FRA,6536:34 | 14695:7,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,medium,6543,"6542: Oorschot Shade van (NED, WAG) | 6543: Oorschot Shadé van (NED, WAG)",NED,6542:61 | 6543:126,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,medium,8039,"8039: Löwe Luc (GER, MAG) | 15473: Lowe Luc (GER, MAG)",GER,8039:62 | 15473:7,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,medium,850,"850: Öztekin Emre (TUR, MAG) | 851: Oztekin Emre (TUR, MAG)",TUR,850:46 | 851:22,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,medium,9125,"9125: Weissortel Annika (SUI, WAG) | 9126: Weissörtel Annika (SUI, WAG)",SUI,9125:5 | 9126:3,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,medium,9220,"9220: Guimaraes Benedita (POR, WAG) | 9221: Guimarães Benedita (POR, WAG)",POR,9220:11 | 9221:11,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,medium,7545,"930: Berube Felix (CAN, MAG) | 7545: Bérubé Félix (CAN, MAG)",CAN,930:14 | 7545:30,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,medium,931,"931: Blaquiere Felix (CAN, MAG) | 7546: Blaquière Félix (CAN, MAG)",CAN,931:80 | 7546:40,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,medium,934,"933: Dolci Felix (CAN, MAG) | 934: Dolci Félix (CAN, MAG)",CAN,933:109 | 934:454,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
exact_normalized_name,medium,9662,"9661: Briceno Greys (MEX, WAG) | 9662: Briceño Greys (MEX, WAG)",MEX,9661:10 | 9662:23,yes,,Same normalized first/last/discipline. Verify country history vs true homonym before merging.
same_last_similar_first,medium,1988,"1987: Kosak Mehmet Ayber (TUR, MAG) | 1988: Kosak Mehmet Ayberk (TUR, MAG)",TUR,1987:16 | 1988:238,yes,,First-name similarity 0.960; verify manually before merging.
same_last_similar_first,medium,826,"825: Graf Elias Maximilan (GER, MAG) | 826: Graf Elias Maximilian (GER, MAG)",GER,825:4 | 826:19,yes,,First-name similarity 0.968; verify manually before merging.
